{'car_score': None, 'cate_name': '微型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2107-0-0-0-0-11-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '77.20-86.40万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g2/M04/2F/D8/s_autohomecar__wKgHFlsD6LOABPjYAAhOR1UyLgo409.jpg', 'cate_href': 'https://www.autohome.com.cn/a00/', 'car_level': 'MPV', 'car_engine': '3.5L', 'car_structure': 'MPV'}
{'car_score': '4.37', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-771-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '23.98-42.28万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g25/M04/C7/EA/s_autohomecar__ChcCr1qyNISAXmkKAAdtKUViiPI065.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '中型SUV', 'car_engine': '2.0T', 'car_structure': 'SUV'}
{'car_score': '4.25', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2237-0-0-0-0-11-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '16.28万', 'car_img': 'https://car1.autoimg.cn/upload/2014/7/11/s_201407110850030135132.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': 'MPV', 'car_engine': '1.8L', 'car_structure': 'MPV'}
{'car_score': '4.52', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3576-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '17.88-26.88万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g24/M09/99/16/s_autohomecar__wKgHH1qGSEiAbfxAAAj2pwm1gn8653.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '中型SUV', 'car_engine': '1.9T', 'car_structure': 'SUV'}
{'car_score': '4.59', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3562-0-0-0-0-10-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '14.48-19.48万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g18/M0E/27/DD/s_autohomecar__wKgH6FmBzr6ARajXAA0e_iEbv90873.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '皮卡', 'car_engine': '3.0T', 'car_structure': '皮卡'}
{'car_score': '4.70', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4691-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '16.98-24.58万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g24/M05/59/EA/s_autohomecar__wKgHIVrOvROAO0CUAAhA4jpwsgA945.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '中型SUV', 'car_engine': '2.5L', 'car_structure': 'SUV'}
{'car_score': '4.20', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2113-0-0-0-0-11-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '10.78-12.58万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g25/M00/1D/D2/s_autohomecar__wKgHIFpn2kuAV4SyAAek1PII_xI353.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': 'MPV', 'car_engine': '1.6L', 'car_structure': 'MPV'}
{'car_score': '4.40', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4307-0-0-0-0-10-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '13.98-18.78万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g8/M13/9C/F6/s_autohomecar__wKjBz1ka142AISgIAAR6HuoovhE360.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '皮卡', 'car_engine': '2.5L', 'car_structure': '皮卡'}
{'car_score': '4.07', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2466-0-0-0-0-10-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '13.88-18.88万', 'car_img': 'https://car0.autoimg.cn/upload/2013/3/15/s_201303151902069204435.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '皮卡', 'car_engine': '2.4L', 'car_structure': '皮卡'}
{'car_score': '2.75', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2853-0-0-0-0-10-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '15.18-19.68万', 'car_img': 'https://car1.autoimg.cn/upload/spec/1001162/s_20120705134638527264.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '皮卡', 'car_engine': '2.4L', 'car_structure': '皮卡'}
{'car_score': '4.07', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2989-0-0-0-0-1-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': 'AMT', 'car_reference_price': '3.79-5.09万', 'car_img': 'https://car0.autoimg.cn/upload/2013/3/6/s_201303060912404184218.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '微型车', 'car_engine': '1.0L', 'car_structure': '两厢'}
{'car_score': '4.31', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3405-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '4.99-9.79万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g15/M02/E8/69/s_autohomecar__wKgH5VlQ0R2ACV94AAi-KsaocXs390.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '紧凑型车', 'car_engine': '1.5L', 'car_structure': '三厢'}
{'car_score': '4.39', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2980-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '7.99-10.39万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g12/M12/F9/C1/s_autohomecar__wKgH4leshS-AClQMAAa8B1l62_8571.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '紧凑型车', 'car_engine': '1.5T', 'car_structure': '三厢'}
{'car_score': '3.95', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2324-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '6.58-8.48万', 'car_img': 'https://car0.autoimg.cn/upload/2013/12/3/s_201312032004567414972.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '紧凑型车', 'car_engine': '1.5L', 'car_structure': '三厢'}
{'car_score': '4.24', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3397-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '5.99-9.29万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g24/M02/12/FC/s_autohomecar__wKgHH1rJ3XGAFYSlAAmeqa3FNLU079.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '小型SUV', 'car_engine': '1.6L', 'car_structure': 'SUV'}
{'car_score': '4.62', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4099-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '自动', 'car_reference_price': '4.99-8.39万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g25/M01/62/42/s_autohomecar__wKgHIlrPK8CAftMYAAcXBoxQWYY042.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '小型SUV', 'car_engine': '1.5L', 'car_structure': 'SUV'}
{'car_score': '4.20', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3195-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '8.88-12.38万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g8/M05/F3/DF/s_autohomecar__wKgHz1enAQuASKa8AAhDrRcHdDs189.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '紧凑型SUV', 'car_engine': '1.5T', 'car_structure': 'SUV'}
{'car_score': '4.53', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4531-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '7.99-11.09万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g4/M04/02/E4/s_autohomecar__wKgH2lodnteAXUMbAApaKi-JMEw803.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '紧凑型SUV', 'car_engine': '1.5T', 'car_structure': 'SUV'}
{'car_score': '4.53', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3766-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '9.79-15.09万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g5/M15/8D/8D/s_autohomecar__wKjB0lnN9paAD0lGAAiiSxzwdZQ739.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '紧凑型SUV', 'car_engine': '1.5T', 'car_structure': 'SUV'}
{'car_score': '4.74', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4693-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '双离合', 'car_reference_price': '9.88-14.28万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g3/M0B/32/BC/s_autohomecar__wKgHF1sD5B-AevkIAAe3Xb-DWZk709.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '中型SUV', 'car_engine': '1.5T', 'car_structure': 'SUV'}
{'car_score': '3.25', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2914-0-0-0-0-10-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '6.28-6.68万', 'car_img': 'https://car1.autoimg.cn/upload/2012/10/12/s_20121012161442874264.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '皮卡', 'car_engine': '2.2L', 'car_structure': '皮卡'}
{'car_score': '4.30', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-121-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '42.99-54.99万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g19/M08/E3/8C/s_autohomecar__wKgFU1lvHIeAW-umAAgz4LVix-w349.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '中型SUV', 'car_engine': '2.8T', 'car_structure': 'SUV'}
{'car_score': '4.58', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-521-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '52.99-71.49万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g13/M10/00/14/s_autohomecar__wKjByllknuSAVVFMAAnbgmccxEc527.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '中大型SUV', 'car_engine': '3.0L', 'car_structure': 'SUV'}
{'car_score': '4.56', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3538-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '14.98-15.98万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g13/M12/04/D3/s_autohomecar__wKgH41oejb6AC0ysAA6l71khytc314.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '小型SUV', 'car_engine': '2.0L', 'car_structure': 'SUV'}
{'car_score': '4.16', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-672-0-0-0-0-5-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '33.90-34.00万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g15/M06/5E/E5/s_autohomecar__wKjByFmqO5KAQ8GzAAizJQR4P4c294.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '跑车', 'car_engine': '2.0L', 'car_structure': '硬顶敞篷车'}
{'car_score': '4.33', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2090-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '5.49-7.49万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g7/M13/E9/6A/s_autohomecar__wKgHzlZPAwGAAjLoAAaT2HxQ-Sw900.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '紧凑型车', 'car_engine': '1.5L', 'car_structure': '三厢'}
{'car_score': '4.30', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-908-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '16.58-18.98万', 'car_img': 'https://car1.autoimg.cn/upload/2014/10/18/s_201410180048427864710.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '紧凑型车', 'car_engine': '2.0L', 'car_structure': '三厢'}
{'car_score': None, 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2268-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '双离合', 'car_reference_price': '13.18-14.18万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g13/M10/8F/A4/s_autohomecar__wKgH41nLE7aActgPAAf0B4IhHI0140.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '小型SUV', 'car_engine': '1.2T', 'car_structure': 'SUV'}
{'car_score': None, 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2029-0-0-0-0-11-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '双离合', 'car_reference_price': '25.88-32.88万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g15/M0F/B7/21/s_autohomecar__wKgH5VnqA7qAdQPSAAjhAJ8LNHQ744.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': 'MPV', 'car_engine': '1.8T', 'car_structure': 'MPV'}
{'car_score': None, 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-4580-0-0-0-0-8-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '15.00-26.29万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g24/M03/6B/2E/s_autohomecar__wKgHIVrQB52ALcdwAAZzUOIR5is743.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': '轻客', 'car_engine': '2.3T', 'car_structure': '客车'}
{'car_score': '4.63', 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-4120-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '15.67-26.63万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g19/M08/2C/3A/s_autohomecar__wKgFU1mmCpeAJI2XAAnXk27S06c674.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': '中大型SUV', 'car_engine': '2.0T', 'car_structure': 'SUV'}
{'car_score': '4.88', 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-3613-0-0-0-0-8-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '39.60-49.80万', 'car_img': 'https://car1.autoimg.cn/upload/2014/9/17/s_20140917162757212444411.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': '轻客', 'car_engine': '4.0T', 'car_structure': '客车'}
{'car_score': '4.31', 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-3823-0-0-0-0-11-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '48.50-64.60万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g29/M00/CF/29/s_autohomecar__ChcCSFtEmcOALaSdAAeS-9Xweio362.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': 'MPV', 'car_engine': '2.0T', 'car_structure': 'MPV'}
{'car_score': '4.13', 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-2084-0-0-0-0-11-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '29.60-33.60万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g13/M0B/3D/79/s_autohomecar__wKgH41fX5tuAKqQ6AAYuIo2MqNo632.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': 'MPV', 'car_engine': '2.0T', 'car_structure': 'MPV'}
{'car_score': '4.13', 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-2564-0-0-0-0-8-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '37.60-49.90万', 'car_img': 'https://car0.autoimg.cn/upload/spec/1000984/s_201203161112541133655.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': '轻客', 'car_engine': '2.1T', 'car_structure': '客车'}
{'car_score': '4.62', 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-4132-0-0-0-0-11-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '4.89-7.79万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g7/M06/98/D2/s_autohomecar__wKgH3VgjzmOAJuoQAApdv3H-JRM325.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': 'MPV', 'car_engine': '1.5L', 'car_structure': 'MPV'}
{'car_score': '4.78', 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-4292-0-0-0-0-11-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '6.19-7.89万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g15/M04/3C/8B/s_autohomecar__wKgH5VpEvxmAGhjDAApMeB5FT14973.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': 'MPV', 'car_engine': '1.5L', 'car_structure': 'MPV'}
{'car_score': '4.63', 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-2923-0-0-0-0-9-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '3.39-5.97万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g1/M0A/49/F9/s_autohomecar__wKgHFVsGZtGAKw4WAAjRL2O6oCQ073.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': '微卡', 'car_engine': '1.3L', 'car_structure': '货车'}
{'car_score': None, 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-4372-0-0-0-0-8-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '6.05-7.40万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g3/M01/8F/FE/s_autohomecar__ChcCRVsNCP-AKMQSAAXnyx5CeDA395.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': '轻客', 'car_engine': '1.5L', 'car_structure': '客车'}
{'car_score': '4.75', 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-3227-0-0-0-0-8-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '5.85-7.20万', 'car_img': 'https://car1.autoimg.cn/upload/2014/9/12/s_20140912100455571444411.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': '轻客', 'car_engine': '1.5L', 'car_structure': '客车'}
{'car_score': None, 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-4011-0-0-0-0-8-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '6.85-9.25万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g24/M00/7B/45/s_autohomecar__ChcCL1q9q0GAFGAVAAGhTSoKPB4281.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': '轻客', 'car_engine': '1.5T', 'car_structure': '客车'}
{'car_score': '4.88', 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-4012-0-0-0-0-9-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '4.86-6.12万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g25/M05/7A/C4/s_autohomecar__wKgHIlq9xU2AfSjbAAHhafEM9AI150.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': '皮卡', 'car_engine': '1.5L', 'car_structure': '货车'}
{'car_score': '3.52', 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-2160-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '10.18-11.38万', 'car_img': 'https://car1.autoimg.cn/upload/spec/9888/s_201105041849290923796.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': '紧凑型SUV', 'car_engine': '2.0L', 'car_structure': 'SUV'}
{'car_score': None, 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-4162-0-0-0-0-8-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '16.88-29.88万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g17/M05/C5/78/s_autohomecar__wKjBxleDOhmAGtbMAAHCjyArmOM336.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': '轻客', 'car_engine': '2.8T', 'car_structure': '客车'}
{'car_score': '3.75', 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-2517-0-0-0-0-10-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '5.48-6.28万', 'car_img': 'https://car0.autoimg.cn/upload/spec/1000372/s_201112160843513418.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': '皮卡', 'car_engine': '2.2L', 'car_structure': '皮卡'}
{'car_score': '3.31', 'cate_name': '轻客', 'brand_name': '南京依维柯', 'car_url': 'https://car.autohome.com.cn/price/series-2515-0-0-0-0-10-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-144-329.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '6.28-12.98万', 'car_img': 'https://car1.autoimg.cn/upload/2012/8/17/s_201208171722262318.jpg', 'cate_href': 'https://www.autohome.com.cn/qk/', 'car_level': '皮卡', 'car_engine': '2.0L', 'car_structure': '皮卡'}
